DATE,TITLE,SUMMARY
2013-05-02 20:34:02,Fun and extravagant Kentucky Derby hats through the years,"The race isn&apos;t the only thing to watch at Saturday&apos;s Kentucky Derby — especially not when there&apos;s likely to be plenty of elaborate headgear in the stands. If you&apos;re not heading to Louisville for the 149th &quot;Run for the Roses,&quot; you can still get into the race-day spirit with a mint julep, a hot brown (turkey sandwich) and a fancy hat. While classic Kentucky Derby hats are usually decorated with anything from feathers to flowers, horse-themed headgear has been a popular choice over the years:"
