DATE	SOURCE	MESSAGE
2022-09-04 15:54:34.737345	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 15:54:44.940660	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 15:54:55.237498	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 15:55:05.474926	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 15:55:15.735112	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 15:55:26.120075	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 15:57:47.462356	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 15:57:57.884249	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 15:58:08.180710	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 15:58:18.416786	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 15:58:28.635418	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 15:58:38.816276	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 15:58:49.067503	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 15:58:59.502582	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:01:22.451859	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:01:32.788689	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:01:43.100656	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:08:32.514165	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:08:42.819959	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:08:53.092436	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:09:05.321064	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:09:15.530535	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:09:25.952698	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:09:36.228858	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:09:46.468763	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:09:56.729805	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:10:07.051637	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:10:17.305150	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:10:27.564248	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:10:37.819897	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:10:48.144466	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:10:58.376494	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:13:19.330123	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:13:29.639082	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:13:39.863565	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:13:50.121417	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:14:00.362979	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:14:10.659065	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:18:46.888552	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:18:57.208811	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:19:07.445691	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:21:30.781998	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:21:41.086777	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:21:51.315728	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:22:01.637750	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:22:11.850833	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:22:22.064359	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:22:32.298111	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:22:42.769002	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:22:53.042735	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:23:03.301198	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:23:13.519875	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:23:23.738781	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:23:33.965464	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:23:44.302743	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:23:54.529375	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:24:04.788496	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:24:15.039184	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:24:25.274133	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:24:35.541757	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:24:45.753854	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:24:56.183034	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:25:06.399587	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:25:16.627604	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:25:26.881287	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:25:37.091624	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:25:47.342659	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:25:57.722385	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:26:08.121951	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:26:18.523024	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:26:28.936479	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:28:51.189450	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:29:01.442701	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:29:11.664329	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:29:21.913186	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:29:32.139855	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:29:42.366391	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:29:52.611875	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:34:29.017699	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:34:39.253222	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:34:49.478024	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:34:59.747949	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:35:09.911220	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:35:20.173119	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:35:30.377757	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:35:40.703413	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:35:50.942417	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:36:01.155712	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:38:24.495068	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:38:34.767056	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:38:45.085399	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:41:08.344052	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:41:18.636051	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:41:28.939710	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:41:39.184539	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:41:49.418458	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:41:59.654084	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:42:10.111697	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:42:20.957081	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:42:31.823390	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:42:42.821336	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:42:53.747452	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:43:04.576214	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:43:15.447523	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:43:25.695918	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:45:49.953888	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:46:00.507012	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:46:10.892723	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:46:21.270893	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:48:44.121249	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:48:54.290977	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:49:04.505710	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:51:27.886275	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:51:38.177220	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:51:48.439888	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:51:58.684944	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:54:21.931960	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:56:45.303667	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:56:55.624095	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:57:05.837074	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:57:16.051390	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:57:26.265503	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:57:36.550392	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:57:46.728663	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:57:57.040760	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:58:07.239766	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:58:17.557670	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:58:27.858012	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:58:38.155313	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:58:48.391178	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:58:58.625781	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 16:59:09.587021	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:01:32.011234	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:01:42.238237	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:04:05.659026	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:04:15.980887	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:04:26.199590	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:06:49.439081	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:06:59.722260	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:07:09.914708	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:07:20.135457	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:07:30.391269	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:07:40.644965	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:07:50.881045	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:08:01.107104	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:08:11.410661	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:08:21.612921	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:08:31.890521	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:08:42.106987	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:08:52.362755	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:09:02.597367	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:09:12.824778	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:09:23.191439	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:09:33.473068	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:09:43.715654	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:09:53.938282	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:10:04.203228	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:10:14.451356	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:10:24.672991	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:10:34.924139	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:10:45.191658	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:10:55.428362	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:11:05.666508	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:11:15.866774	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:11:26.093006	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:13:49.310579	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:13:59.548881	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:14:09.819866	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:14:20.042996	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:14:30.340984	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:14:40.592647	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:17:03.889510	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:17:14.183857	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:17:24.477332	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:17:34.713214	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:17:44.946892	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:17:55.177785	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:18:05.398809	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:18:15.641558	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:18:25.964141	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:18:36.153014	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:18:46.389586	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:18:56.632478	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:19:06.880546	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:19:17.120981	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:19:27.419607	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:19:37.727121	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:19:47.941685	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:19:58.145810	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:20:08.365137	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:20:18.697785	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:20:28.992727	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:20:39.320740	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:20:49.565320	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:20:59.776505	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:23:22.720927	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:23:32.979868	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:23:43.222601	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:23:53.506067	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:24:03.779435	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:24:14.010578	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:24:24.411807	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:24:34.676757	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:24:44.887930	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:24:55.190347	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:25:05.409265	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:25:15.671730	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:25:25.949088	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:25:36.343575	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:25:46.555673	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:25:56.833856	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:26:07.091076	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:26:17.290347	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:26:27.546422	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:26:37.829995	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:29:00.683527	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:29:10.980648	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:29:21.264443	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:29:31.493988	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:29:41.748829	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:32:05.001643	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:32:15.404028	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:32:25.709255	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:32:36.068223	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:32:46.391773	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:32:56.687502	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:33:07.081133	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:33:17.436000	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:33:27.678372	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:33:37.954587	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:33:48.252791	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:33:58.492135	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:34:08.716339	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:34:18.984554	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:34:29.255570	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:34:39.485094	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:34:49.780198	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:35:00.020132	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:35:10.291737	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:35:20.577073	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:35:30.745351	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:35:40.995339	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:35:51.298098	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:36:01.553534	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:36:11.820471	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:36:22.048356	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:36:32.267646	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:38:54.529894	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:39:04.807614	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:39:14.989166	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:39:25.309141	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:39:35.529969	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:39:45.746208	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:39:56.028487	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:40:06.312450	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:40:16.641103	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:40:26.933000	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:40:37.190114	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:40:47.422146	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:40:57.643929	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:41:07.892513	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:41:18.176114	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:41:28.434041	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:41:38.768459	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:41:49.056284	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:41:59.258411	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:42:09.546122	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:42:19.751286	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:42:29.976511	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:42:40.277094	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:47:16.328124	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:47:26.639378	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:47:36.847215	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:47:47.086306	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:50:10.412623	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:50:20.800757	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:50:31.001634	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:50:41.236012	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:53:04.567833	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:53:14.828794	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:53:25.106805	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:53:35.369683	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:55:58.579991	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:56:08.897436	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:56:19.108455	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:56:29.378504	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:56:39.601842	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:56:49.813308	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:57:00.108057	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:57:10.361618	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:57:20.612935	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:57:30.759374	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:57:41.064072	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:57:51.311100	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:58:01.567579	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:58:11.827932	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:58:22.121675	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 17:58:32.370949	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:00:55.543608	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:01:05.803098	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:01:16.018254	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:01:26.482206	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:01:36.730411	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:01:46.969838	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:01:57.227989	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:02:07.505481	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:02:17.822675	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:02:28.140056	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:02:38.302373	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:02:48.522932	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:02:58.790283	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:03:09.089570	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:03:19.309019	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:03:29.667322	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:08:05.676427	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:08:16.027327	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:08:26.247046	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:08:36.487774	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:08:46.673837	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:08:56.923246	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:09:07.200522	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:09:17.509341	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:09:27.763440	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:09:37.990633	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:09:48.282215	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:09:58.480583	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:12:21.591002	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:12:31.961860	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:12:42.204769	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:15:05.487961	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:15:15.780626	Wall Street Journal Business	'NoneType' object is not subscriptable
2022-09-04 18:15:26.004714	Wall Street Journal Business	'NoneType' object is not subscriptable
