DATE,TITLE,SUMMARY
2021-08-15 14:36:20,Teachers from states banning mask mandates are speaking out. Here's what they want you to know,Teachers are already struggling to do their job during a pandemic. But it's worse for those working in states where mask mandates are prohibited.
2021-08-15 17:04:24,"More than a year later, America grapples with long Covid","""I was told to go home and rest, that everything would be fine in two weeks. Sadly, those two weeks for me have never come,"" said Chimére Smith, 39, one of many Americans fighting long Covid."
2021-08-15 15:24:28,Hochul vows 'zero tolerance' in her administration once she becomes New York governor,"New York Lt. Gov. Kathy Hochul, who will make history as the female governor of New York, on Sunday vowed to uphold integrity in her administration after Andrew Cuomo resigned following the state attorney general's investigation that found he sexually harassed multiple women."
2021-08-15 03:02:38,57 injured in crash of tour bus headed to Niagara Falls,"A tour bus headed to Niagara Falls crashed Saturday, sending all 57 occupants, including the driver, to local hospitals to be treated for injuries, according to New York State Police and a spokesperson for an area hospital."
2021-08-14 14:57:01,Grand jury indicts two men in death of 8-year-old girl shot during Atlanta protests,"A Georgia grand jury has indicted one man for murder and another on related charges in the shooting death of an 8-year-old Atlanta girl during a protest last year, according to prosecutors."
2021-08-15 22:23:45,Biden officials admit miscalculation as Afghan government collapses,President Joe Biden and his administration struggled Sunday to project order amid a race by American and other foreign personnel to evacuate Afghanistan as Taliban fighters entered Kabul.
2021-08-15 12:34:26,"As Pentagon prepares to make Covid-19 vaccine mandatory, some lawyers see a surge in calls","The messages began pouring into the law office of Joseph Jordan in Killeen, Texas, soon after the Pentagon announced it would seek to make the Covid-19 vaccines mandatory for troops. Service members wanted to know what their options were if they didn't want to be vaccinated."
2021-08-14 13:10:34,Anger over reopening and masks leads to new interest in school board races,"Like many parents, Paul Martino never paid his school board much attention before the coronavirus pandemic. But last summer, when his kids' district in Bucks County, Pennsylvania, suddenly reversed course and went virtual, Martino decided it was time to get involved."
2021-08-15 20:31:18,Republican congressman slams Biden over 'unmitigated disaster' in Afghanistan,"The top Republican on the House Foreign Affairs Committee slammed the Biden administration over the rapidly deteriorating situation in Afghanistan on Sunday, calling it an ""unmitigated disaster of epic proportions"" that could lead to dire consequences."
2021-08-14 15:22:38,Audi unveils a shape-shifting concept car,"Audi's latest concept car, the skysphere, will be able to drive itself, the company claims. But the real hook is that, as it changes from human driving to self-driving, the body of the skysphere expands by 10 inches from end-to-end."
2021-08-14 13:06:03,Cash is disappearing. Here's what it means for tips,"Gone are the days of running to the ATM in order to get cash to tip your server or hair stylist. If cash was going out of style before the pandemic, consider its reputation ruined by infection concerns that have pushed consumers toward cashless alternatives — especially when it comes to tipping."
2021-08-13 19:32:18,"Boeing's troubled Starliner spacecraft must return to factory, causing more delays","Boeing revealed Friday that apparent issues with the propulsion system on its Starliner spacecraft — which is designed to carry astronauts and potentially tourists to the International Space Station — are worse than initially anticipated, putting yet another lengthy delay on the horizon."
2021-08-16 08:29:00,"New mural in Annapolis features Ruth Bader Ginsburg, Thurgood Marshall",
2021-08-16 08:29:00,Inmates graduate from educational program,
2021-08-16 08:29:00,CT-based groups prepare humanitarian aid for Haiti,
2021-08-16 08:29:00,Bus drivers quit jobs in first week of school,
2021-08-16 08:29:00,Stolen statue of St. Rita returned,
2021-08-16 08:29:00,"FedEx driver shot, killed while sitting in truck",
2021-08-16 08:29:00,Middle school goes virtual due to Covid problems,
2021-08-16 08:29:00,Teen mows 50 yards free of charge,
2021-08-16 08:29:00,FWC offers reward to find person shooting deer,
2021-08-16 08:29:00,Bus crashes injuring 57 people,
2021-08-16 08:29:00,Tugfest event ties Illinois and Iowa together,
2021-08-16 08:29:00,1st locally trained Zen Buddhist priest ordained,
2021-08-16 08:29:00,Vintage race car with long family history stolen,
2021-08-16 08:29:00,University rethinks sexual assault services,
2021-08-16 08:29:00,Man desperate to locate stolen motorcycle,
2021-08-16 08:29:00,Woman's startup crafting business thrives,
2021-08-16 08:29:00,Crews try to conserve bees at a West Omaha home,
2021-08-14 12:41:07,The most political garden in America is still sowing controversy one year later,"Since leaving Washington last January, there have been only a handful of things that have drawn former first lady Melania Trump out of her social media silence: holidays, the anniversary of Be Best, thanks for birthday wishes."
2021-08-16 11:18:03,Hyatt is betting on luxury travel with $2.7 billion resorts deal,"Hyatt is expanding its reach in luxury resorts, betting that pent-up demand following the pandemic will boost demand for upmarket leisure travel."
2021-08-16 11:43:06,Jeep's Grand Wagoneer takes luxury off road,"Jeep's revitalized Grand Wagoneer comes with a lot of features, but its off road capabilities for a luxury SUV are a standout. CNN Business' Peter Valdes-Dapena tries out the newest edition to the Jeep vehicle line."
2021-08-15 13:00:39,Is the oil market broken?,Are the supply and demand fundamentals that have governed oil markets for decades coming unstuck?
2021-08-16 13:03:00,Officer finds woman's lost engagement ring buried in beach,
2021-08-16 13:03:00,Korea veteran back in Orangeburg after 70 years,
2021-08-16 13:03:00,Alligator attacks Mt. Pleasant man and his dog,
2021-08-16 13:03:00,Family donating massive WWII photo collection,
2021-08-16 13:03:00,Firefighter fighting for his life,
2021-08-16 13:03:00,WATCH: 2 male rattlesnakes battle for mating rights,
2021-08-16 13:03:00,Inmates complete the Industrial Readiness Program,
2021-08-16 13:03:00,Vaccine clinic at mall allegedly forced to shut down,
2021-08-16 13:03:00,NY: At least 16 people shot in 90 minutes,
2021-08-16 13:03:00,Frustration grows over dorm renovations,
2021-08-16 13:03:00,"Law enforcement reach 'breaking point' to keep, recruit officers",
2021-08-16 13:03:00,Woman critical after bullet comes through bedroom,
2021-08-16 13:03:00,"Thief breaks into house, has a beer",
2021-08-16 13:03:00,Man finds motorcycle painted with mother's ashes,
2021-08-16 13:03:00,Family of inmate beaten wants answers,
2021-08-16 13:03:00,Drag racing accident kills 2 in Milwaukee,
2021-08-16 15:01:22,Ripples in Saturn's rings reveal planet's 'fuzzy' core,"A rippling detected within the rings around Saturn has helped scientists determine that the giant planet may be ""fuzzy"" at its core."
2021-08-16 16:06:41,Analysis: Was US intervention in Afghanistan ever going to end any other way?,"The Taliban is back in Kabul. Afghans are once again sliding into a new dark age of repression and persecution of women. And the United States is beating a humiliating retreat, becoming the latest superpower humbled in Central Asia's graveyard of empires."
2021-08-16 18:31:11,Blue Origin sues US government over NASA's decision to award SpaceX lunar lander contract,"Blue Origin filed a federal lawsuit Monday to challenge a NASA moon landing contract awarded solely to rival company SpaceX, upping the ante in an already tense standoff over the multibillion-dollar lunar lander program."
2021-08-16 16:26:13,'Free Guy' tops box office with surprisingly solid opening weekend,"""Free Guy,"" an action comedy from Disney's 20th Century Studios starring Ryan Reynolds, opened to an estimated $28.4 million at the North American box office this weekend."
2021-08-16 19:28:32,New York man pleads guilty to posting threats against Warnock and Congress,"A New York man has pleaded guilty after posting online violent threats against Congress and newly elected Georgia Democratic Sen. Raphael Warnock in the lead-up to and during the January 6 insurrection, federal prosecutors announced Monday."
2021-08-16 15:52:00,Underground line reportedly cause power outage,
2021-10-07 20:49:50,Texas abortion provider resumes procedures after sixth week of pregnancy following judge's ruling,"An organization that operates several clinics in Texas said Thursday that its staff has provided abortions for patients who are more than six weeks into their pregnancy, after a federal judge Wednesday blocked a Texas law banning the procedure roughly after that point."
2021-10-08 03:03:46,"Pair of national monuments to be expanded by Biden administration, Utah governor says","The Biden administration will expand the size of the Bears Ears and Grand Staircase-Escalante National Monuments, Utah Gov. Spencer Cox said on Thursday."
2021-10-07 21:10:13,Biden says he told the Justice Department to address unruly passengers on planes,President Joe Biden said Thursday that he has instructed the Justice Department to address rising violence on airplanes as passengers resisting mask requirements threaten airline staff.
2021-10-07 19:50:48,Alabama flash flooding kills 4 and spurs rescues from homes and cars,"Heavy rain sparked deadly flash flooding in parts of Alabama from Wednesday into Thursday, killing four people -- including a 4-year-old girl -- as crews rushed to rescue people from cars and homes, officials said."
2021-10-08 05:17:12,Inside the Manchin-Sanders feud that has Democrats nervous about Biden's agenda,Rep. Ro Khanna had a suggestion for President Joe Biden on a private conference call earlier this week: Have Sens. Joe Manchin and Bernie Sanders sit in the same room and try to cut a deal on the Democratic Party's massive social safety net expansion.
2021-10-07 20:01:22,Virginia Republicans seize on parental rights and schools fight in final weeks of campaign,"Virginia Republican gubernatorial nominee Glenn Youngkin wasted no time turning a comment made by his Democratic opponent, Terry McAuliffe, into an attack ad aimed at invigorating base GOP voters and parents."
2021-10-07 18:58:18,How Chuck Grassley's 'work ethic' and 'your people' comments perpetuate harmful model minority myth,"Cringeworthy, insulting, obtuse: There are many words that accurately describe Iowa Republican Sen. Chuck Grassley's remarks on Wednesday to Lucy Koh, a Korean American judicial nominee to the US Court of Appeals for the 9th Circuit."
