DATE,TITLE,SUMMARY
2025-01-16 07:59:04,Cartier owner Richemont sales rise 10% in December quarter despite ongoing China weakness,Cartier owner Richemont on Thursday reported a 10% increase in third quarter sales even as China demand weighed.
2025-01-16 16:51:53,Shares of Cartier owner Richemont jump 16% as sales rise in December quarter,Cartier owner Richemont on Thursday reported a 10% increase in third quarter sales even as China demand weighed.
2025-01-24 10:37:31,Burberry shares jump 13% after better-than-expected quarterly sales,"Burberry on Friday reported a shallower-than-expected dip in sales in the fiscal third quarter, in the first glimpse of fresh efforts to revamp the beleaguered British fashion house."
2025-01-28 19:22:29,Mystery around top-ranked Rockefeller book grows as university publisher denies involvement,"The book is ranked No. 22 on Amazon's list of best-selling economic history books, yet it's filled with factual errors."
2025-01-28 17:50:28,World's largest luxury group LVMH posts better than feared full-year sales,"The world's largest luxury company LVMH on Tuesday reported better-than-expected full-year sales, in the strongest sign yet of a potential turnaround in the high-end sector."
2025-01-29 12:01:28,Shares of LVMH drop 5% as full-year results throw doubt on broad luxury recovery,LVMH shares dropped as slightly better-than-expected full-year results from the world's largest luxury company threw doubt over a broader sector recovery.
2025-01-31 13:20:03,LVMH watch and jewelry CEOs see luxury sales picking up in 2025,"The CEOs of Tiffany & Co., TAG Heuer and Bulgari and the director of watches for Louis Vuitton weigh in on China sales, tariffs and luxury best-sellers."
2025-02-11 11:20:37,Kering slightly beats fourth-quarter forecasts even as sales at embattled Gucci brand plunge 24%,French luxury goods firm Kering reported better-than-expected fourth-quarter sales that were still down year-on-year amid lagging demand for the Gucci label.
2025-02-14 16:33:48,Birkin bag maker Hermes posts better-than-expected jump in fourth-quarter sales,Haute couture fashion house Hermes on Friday reported a better-than-expected jump in fourth quarter sales.
2025-02-24 09:29:31,Europe's luxury sector is showing signs of revival — but China weakness and tariff threats loom,The sector had an upbeat earnings season. But continued weakness in China and U.S. tariffs could leave even the most exclusive brands vying for share of pocket.
2025-02-27 17:50:43,Trump’s proposed 'gold card' visa comes with a hidden tax break for the wealthy,"President Donald Trump's proposed $5 million ""gold card"" for U.S. residency would be one the most expensive in the world, according to experts."
2025-03-14 17:03:19,Kering shares plunge 11% after Demna Gvasalia named as Gucci's artistic director,Shares of Kering plunged on Friday after the firm announced that Demna Gvasalia would take the reigns as new artistic director of its ailing Gucci fashion line.
2025-03-21 15:16:06,"Tariff fears are raising construction costs by up to 20%, says Related Group CEO","Related said the high end of the real estate market remains strong, especially in Florida."
2025-03-27 15:51:28,Ferrari says it will raise prices by 10% on some models to offset auto tariffs,"Ferrari produces all of its cars at its Maranello factory. Last year, the company produced 13,752 cars."
2025-04-02 13:33:08,Manhattan's luxury real estate market sees best first quarter in six years,"Manhattan apartment sales rose 29% in the first quarter, and the total value of apartment sales in the city reached $5.7 billion, up 56%."
2025-04-10 05:40:01,Luxury firms face tariff hit as recession fears mount,"Europe's beloved luxury brands may be largely sheltered from the initial effects of sweeping U.S. tariffs, but the risks of a wider economic downturn spell bad news for the sector."
2025-04-15 16:12:13,LVMH dethroned by Hermès as world's most valuable luxury stock after sales miss,"Sales were ""overall below the most conservative buyside expectations,"" Citi analysts said, with wines and spirits suffering the sharpest decline."
