DATE,TITLE,SUMMARY
2023-01-07 20:00:15,It's a bird. It's a plane. It's a Superman comic under the Constitution for this congressman,California's Robert Garcia will be sworn into office with the Constitution -- and a priceless vintage Superman comic.
2023-01-07 19:54:42,"Macy's says its holiday sales will be lower, citing inflation pressures",Turns out inflation may have put a damper on the holidays.
2023-01-07 19:23:00,FBI among agencies investigating five shootings at Democratic officials' homes and offices in Albuquerque,"Federal, state and local officials in Albuquerque, New Mexico, are investigating a fifth shooting that may be connected to a string of shootings involving the homes and offices of local Democratic elected leaders as targets."
2023-01-07 19:17:25,"'That's all we needed': Bills' Damar Hamlin is breathing on his own and talked to teammates, bolstering them for Sunday's regular season finale","Just days after his stunning on-field cardiac arrest, Buffalo Bills safety Damar Hamlin is breathing on his own and speaking to family, physicians and teammates -- positive updates that Bills players say will bolster them in this weekend's matchup against the New England Patriots."
2023-01-07 19:12:58,James Cameron revisits the moment he calls 'cringeworthy' in his 1998 Oscars speech,"""Avatar: The Way of Water"" is setting box office records and generating Oscar buzz, which recently got director James Cameron reflecting on a moment he had celebrating one of his other big films."
2023-01-07 19:08:09,Authorities working 'around the clock' in search for Massachusetts mother missing since New Year's Day,"Authorities in Massachusetts are ""working around the clock"" to search for a mother of three young children missing since New Year's Day, police said."
2023-01-07 18:44:30,More extreme weather on tap for California as series of atmospheric river events arrive,"California has been battered by heavy snow, damaging winds and flooding this week -- and now another round of storms is set to hit the West Coast this weekend."
2023-01-07 18:28:37,Rep. Kevin McCarthy wins House speakership,"The House speaker stalemate finally came to a dramatic conclusion early Saturday morning, with Rep. Kevin McCarthy securing the position after 15 rounds of voting. Follow for the latest live news updates."
2023-01-07 18:24:57,"5 paintings worth more than $400,000 stolen from locked truck in Boulder, Colorado","Authorities are asking for information after five paintings valued at more than $400,000 were stolen from a locked truck in Boulder, Colorado."
2023-01-07 18:11:14,Jeremy Renner celebrates 52nd birthday in the hospital after snowplow accident,Jeremy Renner is celebrating his 52nd birthday with a message of gratitude to his medical care team. The actor is continuing to recover from injuries sustained in a snowplow accident.
2023-01-07 18:07:59,Real Madrid fields no Spanish players in its starting lineup in a LaLiga match for the first time ever,"It is one of the most famous Spanish clubs in the world, if not the most famous."
2023-01-07 17:52:28,Opinion: The Supreme Court has a legitimacy crisis. Here's one easy way to help fix it,"Allowing cameras into the Supreme Court would provide Americans a window into what one nonpartisan advocacy group called 'the most powerful, least accountable part of government,' writes Raul A. Reyes."
2023-01-07 17:04:08,5 Things: NFL's final regular season games,Here are five things to watch as the NFL enters the final weekend of the regular season.
