DATE,TITLE,SUMMARY
2019-06-23 10:00:27,Constitutional expert on 'separation of church and state': Framers said nothing wrong with religion in culture,"The phrase, &quot;separation of church and state,&quot; appears nowhere in the Constitution and the Founding Fathers saw nothing wrong with having religion in American culture, according to an expert."
